Logan 5.1.1
rawFileName="H:\timo\research\PoweredUp\data\{None} 9326 201402051224.raw"
From=0:00.0, To=5:32.9
Date=05Feb2014
Time=12:24:59
Athlete={None}
EventDescription=
Time, Forward, Sideways, Up, Gyr1(d/s), Gyr2(d/s), Gyr3(d/s), Mag Fwd, Mag Left, Mag Up, 
4:52.83, -0.986, -0.040, 0.027, -1.905, 8.340, -5.474, -0.779, 0.171, 0.868, 
4:52.83, -0.971, -0.040, 0.027, -2.513, 8.340, -3.647, -0.779, 0.171, 0.868, 
4:52.85, -0.964, -0.046, 0.027, -2.513, 8.340, -2.185, -0.779, 0.168, 0.864, 
4:52.86, -0.964, -0.046, 0.027, -2.513, 8.340, -0.724, -0.779, 0.165, 0.864, 
4:52.87, -0.957, -0.046, 0.027, -2.513, 8.340, 0.738, -0.782, 0.161, 0.864, 
4:52.88, -0.964, -0.046, 0.027, -2.513, 7.297, 1.835, -0.782, 0.158, 0.864, 
4:52.89, -0.964, -0.046, 0.027, -2.513, 6.949, 3.296, -0.782, 0.158, 0.864, 
4:52.89, -0.964, -0.046, 0.027, -2.513, 6.949, 3.296, -0.782, 0.155, 0.864, 
4:52.91, -0.971, -0.040, 0.014, -3.122, 6.949, 3.296, -0.782, 0.152, 0.864, 
4:52.92, -0.979, -0.040, 0.000, -2.513, 6.949, 2.931, -0.782, 0.152, 0.864, 
4:52.93, -0.986, -0.040, 0.007, -3.122, 6.949, 2.931, -0.782, 0.149, 0.864, 
4:52.94, -0.986, -0.040, 0.000, -2.513, 6.949, 1.469, -0.782, 0.146, 0.861, 
4:52.95, -0.986, -0.040, 0.007, -2.513, 7.297, 0.007, -0.782, 0.142, 0.861, 
4:52.95, -0.986, -0.040, 0.007, -2.513, 7.297, -0.724, -0.782, 0.142, 0.861, 
4:52.97, -0.979, -0.040, 0.007, -2.513, 7.297, -1.454, -0.782, 0.139, 0.861, 
4:52.98, -0.957, -0.033, 0.007, -2.513, 7.297, -1.089, -0.782, 0.136, 0.861, 
4:52.99, -0.957, -0.040, 0.007, -2.513, 7.297, -1.089, -0.782, 0.136, 0.861, 
4:53.00, -0.957, -0.033, 0.014, -2.513, 7.297, 0.373, -0.782, 0.133, 0.861, 
4:53.01, -0.957, -0.033, 0.014, -2.513, 7.297, 1.835, -0.782, 0.133, 0.861, 
4:53.02, -0.957, -0.033, 0.027, -1.296, 7.297, 3.662, -0.782, 0.130, 0.861, 
4:53.02, -0.957, -0.033, 0.027, -0.688, 7.297, 5.124, -0.782, 0.127, 0.861, 
4:53.04, -0.957, -0.033, 0.034, -0.079, 7.297, 6.951, -0.782, 0.127, 0.861, 
4:53.05, -0.957, -0.040, 0.027, -0.688, 7.297, 8.778, -0.782, 0.123, 0.861, 
4:53.06, -0.957, -0.033, 0.034, -0.688, 7.297, 10.605, -0.782, 0.123, 0.861, 
4:53.07, -0.964, -0.033, 0.027, -0.688, 7.297, 11.702, -0.782, 0.120, 0.858, 
4:53.08, -0.957, -0.033, 0.027, -1.296, 6.949, 12.067, -0.782, 0.120, 0.858, 
4:53.08, -0.957, -0.033, 0.027, -0.688, 6.949, 13.529, -0.782, 0.117, 0.858, 
4:53.10, -0.957, -0.033, 0.027, -0.688, 7.297, 13.163, -0.782, 0.117, 0.858, 
4:53.11, -0.957, -0.033, 0.027, -2.513, 7.297, 13.163, -0.782, 0.117, 0.858, 
4:53.12, -0.964, -0.033, 0.020, -3.122, 8.687, 11.702, -0.782, 0.114, 0.858, 
4:53.13, -0.964, -0.033, 0.007, -3.122, 8.687, 10.240, -0.782, 0.114, 0.858, 
4:53.14, -0.964, -0.033, 0.007, -3.122, 9.035, 8.413, -0.782, 0.114, 0.858, 
4:53.14, -0.964, -0.033, 0.000, -2.513, 10.078, 6.951, -0.782, 0.114, 0.858, 
4:53.16, -0.964, -0.040, 0.007, -3.122, 10.078, 5.854, -0.782, 0.111, 0.858, 
4:53.17, -0.964, -0.033, 0.007, -3.730, 10.078, 4.758, -0.782, 0.111, 0.858, 
4:53.18, -0.971, -0.033, 0.007, -3.730, 10.078, 4.758, -0.782, 0.111, 0.855, 
4:53.19, -0.993, -0.033, 0.007, -3.122, 10.078, 4.393, -0.782, 0.111, 0.855, 
4:53.20, -0.993, -0.040, 0.007, -3.122, 10.078, 4.393, -0.782, 0.111, 0.855, 
4:53.20, -0.993, -0.040, 0.000, -3.122, 10.078, 2.565, -0.782, 0.111, 0.855, 
4:53.22, -1.000, -0.040, 0.000, -3.122, 11.468, 0.738, -0.784, 0.111, 0.855, 
4:53.23, -1.014, -0.040, 0.000, -3.730, 11.816, -1.089, -0.784, 0.108, 0.855, 
4:53.24, -1.021, -0.040, 0.000, -4.339, 12.859, -3.282, -0.784, 0.108, 0.855, 
4:53.25, -1.021, -0.033, -0.014, -4.339, 12.859, -5.109, -0.784, 0.108, 0.855, 
4:53.26, -1.021, -0.033, -0.020, -4.948, 13.902, -7.302, -0.784, 0.108, 0.852, 
4:53.27, -1.029, -0.040, -0.020, -4.339, 14.249, -9.494, -0.784, 0.108, 0.852, 
4:53.27, -1.036, -0.033, -0.007, -4.948, 14.249, -11.687, -0.784, 0.104, 0.852, 
4:53.29, -1.036, -0.033, 0.000, -4.948, 13.902, -13.149, -0.784, 0.104, 0.852, 
4:53.30, -1.036, -0.040, -0.007, -4.948, 13.902, -14.610, -0.784, 0.101, 0.852, 
4:53.31, -1.036, -0.040, -0.027, -5.556, 13.207, -16.072, -0.784, 0.101, 0.849, 
4:53.32, -1.014, -0.040, -0.027, -5.556, 12.511, -17.534, -0.784, 0.101, 0.849, 
4:53.33, -1.000, -0.033, -0.041, -5.556, 11.121, -18.630, -0.784, 0.098, 0.849, 
4:53.33, -0.971, -0.040, -0.061, -5.556, 10.078, -20.092, -0.784, 0.095, 0.849, 
4:53.35, -0.957, -0.033, -0.081, -5.556, 9.035, -21.188, -0.784, 0.095, 0.849, 
4:53.36, -0.921, -0.040, -0.081, -6.773, 7.992, -21.919, -0.784, 0.092, 0.845, 
4:53.37, -0.893, -0.033, -0.081, -7.382, 6.254, -22.285, -0.784, 0.089, 0.845, 
4:53.38, -0.871, -0.033, -0.081, -7.382, 5.211, -21.554, -0.787, 0.089, 0.845, 
4:53.39, -0.843, -0.033, -0.074, -7.382, 4.168, -20.092, -0.787, 0.085, 0.845, 
4:53.39, -0.843, -0.033, -0.047, -5.556, 4.168, -16.072, -0.787, 0.082, 0.842, 
4:53.41, -0.850, -0.033, -0.020, -4.948, 5.211, -10.591, -0.787, 0.079, 0.842, 
4:53.42, -0.850, -0.040, -0.007, -4.339, 7.644, -3.282, -0.787, 0.076, 0.842, 
4:53.43, -0.879, -0.040, 0.014, -3.122, 10.078, 4.393, -0.787, 0.073, 0.842, 
4:53.44, -0.929, -0.040, 0.027, -2.513, 12.859, 12.432, -0.787, 0.070, 0.842, 
4:53.45, -0.964, -0.040, 0.034, -2.513, 15.292, 18.645, -0.787, 0.066, 0.842, 
4:53.45, -1.000, -0.040, 0.034, -2.513, 17.031, 21.934, -0.787, 0.063, 0.839, 
4:53.47, -1.021, -0.033, 0.027, -1.905, 18.421, 23.396, -0.787, 0.060, 0.839, 
4:53.48, -1.043, -0.033, 0.027, -0.688, 18.421, 23.030, -0.787, 0.060, 0.839, 
4:53.49, -1.050, -0.033, 0.020, -0.688, 18.421, 20.838, -0.787, 0.057, 0.839, 
4:53.50, -1.043, -0.026, 0.000, -0.079, 18.421, 17.914, -0.787, 0.054, 0.836, 
4:53.51, -1.043, -0.020, -0.027, -0.079, 18.073, 14.625, -0.787, 0.054, 0.836, 
4:53.52, -1.014, -0.013, -0.027, -0.079, 17.378, 11.336, -0.787, 0.054, 0.836, 
4:53.52, -0.986, -0.013, -0.027, 0.529, 15.988, 8.413, -0.790, 0.051, 0.833, 
4:53.54, -0.971, -0.007, -0.027, 0.529, 14.249, 6.585, -0.790, 0.051, 0.833, 
4:53.55, -0.950, -0.013, -0.020, 2.355, 12.511, 6.220, -0.790, 0.047, 0.833, 
4:53.56, -0.929, -0.013, -0.014, 2.355, 10.078, 6.951, -0.790, 0.047, 0.830, 
4:53.57, -0.929, -0.013, 0.020, 4.181, 8.340, 10.605, -0.790, 0.047, 0.830, 
4:53.58, -0.929, -0.013, 0.034, 5.398, 6.949, 15.721, -0.790, 0.044, 0.826, 
4:53.58, -0.936, -0.026, 0.061, 5.398, 5.559, 21.934, -0.790, 0.044, 0.826, 
4:53.60, -0.936, -0.033, 0.061, 7.224, 5.559, 28.147, -0.790, 0.044, 0.826, 
4:53.61, -0.957, -0.040, 0.061, 7.224, 5.559, 33.263, -0.792, 0.044, 0.823, 
4:53.62, -0.971, -0.040, 0.061, 9.049, 4.516, 37.283, -0.792, 0.044, 0.823, 
4:53.63, -0.993, -0.040, 0.054, 9.658, 4.168, 39.475, -0.792, 0.044, 0.823, 
4:53.64, -1.000, -0.040, 0.054, 9.658, 3.820, 39.475, -0.792, 0.044, 0.820, 
4:53.64, -1.021, -0.033, 0.027, 9.658, 2.778, 38.379, -0.792, 0.047, 0.820, 
4:53.66, -1.021, -0.033, 0.014, 9.658, 1.735, 35.821, -0.792, 0.047, 0.820, 
4:53.67, -1.036, -0.033, 0.000, 9.049, 1.387, 31.801, -0.792, 0.051, 0.820, 
4:53.68, -1.050, -0.033, -0.014, 9.658, 1.039, 26.685, -0.792, 0.051, 0.817, 
4:53.69, -1.050, -0.026, -0.020, 9.658, 0.692, 20.107, -0.792, 0.054, 0.817, 
4:53.70, -1.043, -0.026, -0.020, 9.049, -0.003, 13.894, -0.792, 0.057, 0.817, 
4:53.70, -1.043, -0.020, -0.020, 9.049, -0.003, 7.682, -0.795, 0.060, 0.817, 
4:53.72, -1.029, -0.013, -0.014, 7.832, -1.046, 2.565, -0.795, 0.063, 0.817, 
4:53.73, -1.014, -0.013, 0.007, 6.615, -2.089, -1.089, -0.795, 0.063, 0.817, 
4:53.74, -1.007, -0.013, 0.007, 6.615, -2.785, -2.916, -0.795, 0.066, 0.817, 
4:53.75, -0.986, -0.013, 0.034, 6.615, -4.175, -2.916, -0.795, 0.070, 0.817, 
4:53.76, -0.986, -0.013, 0.034, 6.615, -5.566, -2.551, -0.795, 0.073, 0.817, 
4:53.77, -0.986, -0.020, 0.034, 6.007, -5.566, -1.820, -0.792, 0.073, 0.817, 
4:53.77, -0.979, -0.020, 0.041, 6.007, -6.956, 0.738, -0.792, 0.076, 0.817, 
4:53.79, -0.979, -0.026, 0.041, 6.007, -6.956, 3.296, -0.792, 0.079, 0.817, 
4:53.80, -0.979, -0.033, 0.034, 6.615, -6.956, 6.585, -0.792, 0.079, 0.820, 
4:53.81, -0.971, -0.040, 0.034, 6.615, -6.956, 9.509, -0.792, 0.082, 0.820, 
4:53.82, -0.979, -0.046, 0.047, 6.615, -6.609, 11.702, -0.792, 0.082, 0.820, 
4:53.83, -0.979, -0.060, 0.061, 7.224, -6.609, 13.894, -0.792, 0.085, 0.823, 
4:53.83, -0.993, -0.066, 0.054, 6.615, -6.609, 14.991, -0.792, 0.089, 0.823, 
4:53.85, -0.993, -0.066, 0.054, 7.224, -6.609, 16.452, -0.792, 0.092, 0.823, 
4:53.86, -0.993, -0.066, 0.054, 6.007, -6.609, 16.452, -0.792, 0.092, 0.826, 
4:53.87, -0.993, -0.066, 0.034, 5.398, -6.609, 16.087, -0.790, 0.095, 0.826, 
4:53.88, -1.000, -0.060, 0.027, 5.398, -6.956, 14.260, -0.790, 0.098, 0.830, 
4:53.89, -1.000, -0.066, 0.027, 4.789, -6.956, 12.067, -0.790, 0.101, 0.830, 
4:53.89, -0.993, -0.066, 0.027, 4.789, -8.347, 10.240, -0.790, 0.101, 0.833, 
4:53.91, -0.993, -0.066, 0.027, 4.181, -8.347, 8.047, -0.790, 0.104, 0.833, 
4:53.92, -0.986, -0.086, 0.034, 4.181, -9.390, 6.585, -0.787, 0.108, 0.836, 
4:53.93, -0.986, -0.093, 0.034, 4.789, -9.737, 5.854, -0.787, 0.111, 0.839, 
4:53.94, -0.979, -0.086, 0.034, 4.181, -10.780, 5.854, -0.787, 0.111, 0.839, 
4:53.95, -0.957, -0.093, 0.034, 4.789, -11.128, 6.220, -0.784, 0.114, 0.842, 
4:53.95, -0.957, -0.099, 0.047, 4.181, -11.128, 6.585, -0.784, 0.117, 0.845, 
4:53.97, -0.950, -0.099, 0.061, 4.181, -11.128, 8.778, -0.784, 0.120, 0.845, 
4:53.98, -0.943, -0.119, 0.054, 4.789, -11.128, 10.971, -0.782, 0.123, 0.849, 
4:53.99, -0.929, -0.119, 0.061, 4.181, -10.780, 13.529, -0.782, 0.123, 0.852, 
4:54.00, -0.936, -0.119, 0.061, 4.789, -10.780, 16.087, -0.779, 0.127, 0.855, 
4:54.01, -0.929, -0.119, 0.061, 4.181, -9.390, 18.280, -0.779, 0.130, 0.858, 
4:54.02, -0.936, -0.119, 0.054, 4.181, -7.999, 20.107, -0.779, 0.133, 0.858, 
4:54.02, -0.936, -0.119, 0.054, 4.789, -6.956, 20.838, -0.777, 0.133, 0.861, 
4:54.04, -0.950, -0.113, 0.054, 4.181, -6.609, 20.838, -0.777, 0.136, 0.864, 
4:54.05, -0.957, -0.113, 0.054, 4.789, -4.870, 20.838, -0.774, 0.139, 0.868, 
4:54.06, -0.957, -0.113, 0.054, 4.181, -2.437, 20.472, -0.774, 0.142, 0.871, 
4:54.07, -0.964, -0.113, 0.047, 4.181, -0.351, 18.280, -0.771, 0.146, 0.874, 
4:54.08, -0.964, -0.099, 0.047, 4.181, 1.735, 16.087, -0.771, 0.149, 0.877, 
4:54.08, -0.964, -0.093, 0.047, 4.181, 3.820, 13.894, -0.769, 0.152, 0.880, 
4:54.10, -0.964, -0.086, 0.054, 4.181, 5.559, 11.702, -0.769, 0.155, 0.883, 
4:54.11, -0.979, -0.086, 0.061, 4.181, 6.602, 10.240, -0.766, 0.158, 0.886, 
4:54.12, -0.979, -0.073, 0.061, 2.355, 7.297, 8.778, -0.766, 0.161, 0.886, 
4:54.13, -0.986, -0.066, 0.061, 2.355, 7.297, 8.778, -0.764, 0.165, 0.890, 
4:54.14, -0.986, -0.066, 0.061, 1.747, 7.992, 8.778, -0.764, 0.165, 0.893, 
4:54.14, -0.993, -0.060, 0.068, 2.355, 8.687, 8.778, -0.761, 0.168, 0.896, 
4:54.16, -0.986, -0.060, 0.061, 1.747, 8.687, 9.143, -0.761, 0.171, 0.899, 
4:54.17, -0.993, -0.060, 0.054, 2.355, 8.687, 9.143, -0.758, 0.174, 0.899, 
4:54.18, -0.993, -0.066, 0.061, 2.355, 8.687, 8.778, -0.758, 0.177, 0.902, 
4:54.19, -0.993, -0.060, 0.054, 2.355, 8.687, 8.778, -0.758, 0.180, 0.905, 
4:54.20, -0.993, -0.066, 0.061, 2.355, 10.078, 8.778, -0.756, 0.184, 0.905, 
4:54.20, -1.000, -0.066, 0.054, 2.964, 10.078, 7.316, -0.756, 0.187, 0.909, 
4:54.22, -1.021, -0.066, 0.061, 3.572, 11.121, 5.854, -0.756, 0.190, 0.909, 
4:54.23, -1.021, -0.060, 0.061, 4.181, 11.468, 4.758, -0.753, 0.193, 0.912, 
4:54.24, -1.021, -0.066, 0.054, 4.181, 11.468, 2.565, -0.753, 0.196, 0.912, 
4:54.25, -1.021, -0.060, 0.061, 4.789, 11.468, 1.104, -0.753, 0.196, 0.915, 
4:54.26, -1.021, -0.060, 0.061, 4.181, 11.468, -0.724, -0.751, 0.199, 0.915, 
4:54.27, -1.021, -0.060, 0.054, 3.572, 11.468, -1.454, -0.751, 0.203, 0.918, 
4:54.27, -1.021, -0.060, 0.061, 4.789, 11.121, -2.551, -0.751, 0.206, 0.918, 
4:54.29, -1.021, -0.060, 0.061, 4.181, 11.121, -2.916, -0.751, 0.206, 0.918, 
4:54.30, -1.021, -0.066, 0.061, 4.181, 10.426, -2.916, -0.751, 0.209, 0.921, 
4:54.31, -1.021, -0.066, 0.061, 4.181, 9.730, -4.013, -0.751, 0.212, 0.921, 
4:54.32, -1.021, -0.066, 0.061, 3.572, 9.730, -4.378, -0.748, 0.212, 0.921, 
4:54.33, -1.021, -0.066, 0.061, 2.964, 9.730, -4.378, -0.748, 0.215, 0.924, 
4:54.33, -1.021, -0.066, 0.061, 1.747, 9.730, -4.378, -0.748, 0.218, 0.924, 
4:54.35, -1.021, -0.079, 0.054, 1.747, 9.730, -4.378, -0.748, 0.218, 0.924, 
4:54.36, -1.014, -0.093, 0.054, 1.747, 10.078, -5.474, -0.748, 0.222, 0.927, 
4:54.37, -1.014, -0.086, 0.054, 1.747, 10.078, -5.840, -0.748, 0.222, 0.927, 
4:54.38, -1.014, -0.086, 0.054, 2.355, 10.078, -7.302, -0.748, 0.222, 0.927, 
4:54.39, -1.014, -0.086, 0.054, 1.138, 11.468, -7.302, -0.748, 0.225, 0.927, 
4:54.39, -1.014, -0.086, 0.054, -0.079, 11.121, -8.763, -0.748, 0.225, 0.931, 
4:54.41, -1.007, -0.079, 0.054, -0.688, 11.468, -8.763, -0.745, 0.225, 0.931, 
4:54.42, -0.993, -0.073, 0.041, -0.688, 11.468, -9.860, -0.745, 0.225, 0.931, 
4:54.43, -0.986, -0.060, 0.034, -0.079, 11.468, -10.225, -0.745, 0.228, 0.931, 
4:54.44, -0.986, -0.060, 0.027, -0.688, 11.468, -10.225, -0.745, 0.228, 0.931, 
4:54.45, -0.971, -0.060, 0.027, -0.688, 11.468, -10.225, -0.745, 0.228, 0.931, 
4:54.45, -0.964, -0.060, 0.027, -1.905, 12.859, -10.225, -0.745, 0.228, 0.931, 
4:54.47, -0.964, -0.060, 0.034, -1.905, 12.511, -9.860, -0.748, 0.228, 0.931, 
4:54.48, -0.964, -0.053, 0.034, -1.905, 12.511, -8.763, -0.748, 0.228, 0.931, 
4:54.49, -0.964, -0.053, 0.034, -1.296, 11.816, -6.936, -0.748, 0.228, 0.931, 
4:54.50, -0.964, -0.053, 0.034, -1.905, 11.121, -5.474, -0.748, 0.225, 0.931, 
4:54.51, -0.964, -0.053, 0.034, -1.905, 11.121, -4.013, -0.748, 0.225, 0.931, 
4:54.52, -0.964, -0.060, 0.034, -2.513, 9.730, -2.916, -0.748, 0.225, 0.931, 
4:54.52, -0.964, -0.053, 0.034, -3.122, 9.730, -1.089, -0.748, 0.225, 0.931, 
4:54.54, -0.964, -0.040, 0.041, -3.122, 9.730, 0.373, -0.748, 0.225, 0.931, 
4:54.55, -0.964, -0.040, 0.041, -3.122, 9.730, 1.104, -0.748, 0.225, 0.931, 
4:54.56, -0.964, -0.033, 0.047, -5.556, 9.730, 3.296, -0.748, 0.222, 0.931, 
4:54.57, -0.979, -0.040, 0.047, -5.556, 9.730, 4.027, -0.748, 0.222, 0.931, 
4:54.58, -0.993, -0.040, 0.047, -6.165, 9.730, 4.758, -0.748, 0.222, 0.931, 
4:54.58, -0.993, -0.040, 0.041, -7.990, 10.078, 4.393, -0.748, 0.222, 0.931, 
4:54.60, -0.993, -0.033, 0.027, -9.208, 11.468, 4.393, -0.748, 0.222, 0.931, 
4:54.61, -0.986, -0.033, 0.027, -10.425, 13.207, 2.565, -0.748, 0.218, 0.927, 
4:54.62, -0.986, -0.033, 0.034, -12.250, 14.945, 0.373, -0.748, 0.218, 0.927, 
4:54.63, -0.986, -0.033, 0.034, -12.859, 17.031, -1.454, -0.748, 0.218, 0.927, 
4:54.64, -0.993, -0.033, 0.061, -13.467, 17.378, -2.916, -0.748, 0.218, 0.927, 
4:54.64, -1.000, -0.033, 0.074, -14.076, 18.421, -2.916, -0.748, 0.218, 0.927, 
4:54.66, -1.021, -0.033, 0.081, -15.293, 18.421, -2.551, -0.748, 0.215, 0.927, 
4:54.67, -1.021, -0.040, 0.088, -15.293, 18.421, -1.089, -0.748, 0.215, 0.924, 
4:54.68, -1.021, -0.040, 0.101, -15.293, 18.073, 0.373, -0.748, 0.215, 0.924, 
4:54.69, -1.014, -0.040, 0.115, -15.293, 18.073, 2.931, -0.748, 0.212, 0.924, 
4:54.70, -1.014, -0.040, 0.108, -15.293, 18.073, 4.758, -0.748, 0.212, 0.924, 
4:54.70, -1.014, -0.046, 0.115, -15.293, 18.073, 5.854, -0.751, 0.209, 0.921, 
4:54.72, -0.986, -0.046, 0.108, -15.293, 18.073, 6.220, -0.751, 0.209, 0.921, 
4:54.73, -0.986, -0.046, 0.101, -14.685, 18.073, 7.682, -0.751, 0.209, 0.921, 
4:54.74, -0.964, -0.046, 0.081, -15.293, 18.073, 7.682, -0.751, 0.206, 0.918, 
4:54.75, -0.957, -0.040, 0.074, -15.293, 18.073, 7.316, -0.751, 0.206, 0.918, 
4:54.76, -0.957, -0.040, 0.061, -15.293, 18.073, 7.316, -0.753, 0.206, 0.915, 
4:54.77, -0.957, -0.033, 0.054, -15.293, 16.683, 6.220, -0.753, 0.203, 0.915, 
4:54.77, -0.950, -0.040, 0.054, -14.685, 16.683, 5.854, -0.753, 0.203, 0.915, 
4:54.79, -0.929, -0.033, 0.054, -15.293, 15.640, 5.854, -0.753, 0.203, 0.912, 
4:54.80, -0.929, -0.040, 0.061, -14.685, 15.292, 5.124, -0.753, 0.203, 0.912, 
4:54.81, -0.936, -0.033, 0.054, -15.293, 15.292, 5.124, -0.756, 0.199, 0.909, 
4:54.82, -0.936, -0.033, 0.054, -14.685, 13.902, 5.124, -0.756, 0.199, 0.909, 
4:54.83, -0.943, -0.033, 0.061, -14.685, 13.902, 5.124, -0.756, 0.199, 0.905, 
4:54.83, -0.957, -0.033, 0.061, -15.293, 13.207, 6.220, -0.758, 0.196, 0.905, 
4:54.85, -0.964, -0.033, 0.061, -15.293, 12.511, 6.220, -0.758, 0.196, 0.902, 
4:54.86, -0.964, -0.033, 0.061, -14.685, 12.511, 6.220, -0.758, 0.196, 0.902, 
4:54.87, -0.971, -0.033, 0.061, -14.685, 12.164, 7.682, -0.758, 0.196, 0.899, 
4:54.88, -0.993, -0.033, 0.061, -14.685, 11.121, 7.682, -0.761, 0.193, 0.899, 
4:54.89, -0.993, -0.033, 0.054, -14.685, 11.121, 7.682, -0.761, 0.193, 0.899, 
4:54.89, -0.993, -0.033, 0.061, -13.467, 11.468, 7.316, -0.761, 0.193, 0.896, 
4:54.91, -1.000, -0.033, 0.054, -12.859, 11.121, 7.316, -0.761, 0.190, 0.896, 
4:54.92, -1.000, -0.033, 0.054, -12.859, 11.121, 7.316, -0.764, 0.190, 0.893, 
4:54.93, -1.007, -0.040, 0.061, -12.250, 11.121, 6.585, -0.764, 0.190, 0.893, 
4:54.94, -1.014, -0.033, 0.054, -12.859, 11.121, 5.854, -0.764, 0.190, 0.890, 
4:54.95, -1.007, -0.033, 0.054, -12.250, 11.121, 4.393, -0.764, 0.187, 0.890, 
4:54.95, -0.993, -0.033, 0.054, -11.033, 11.121, 4.393, -0.764, 0.187, 0.890, 
4:54.97, -0.986, -0.033, 0.054, -11.033, 11.121, 2.931, -0.766, 0.187, 0.886, 
4:54.98, -0.986, -0.033, 0.047, -10.425, 11.121, 2.931, -0.766, 0.187, 0.886, 
4:54.99, -0.986, -0.040, 0.054, -10.425, 11.121, 2.931, -0.766, 0.184, 0.883, 
4:55.00, -0.986, -0.033, 0.054, -10.425, 11.121, 3.296, -0.766, 0.184, 0.883, 
4:55.01, -0.979, -0.033, 0.047, -9.816, 11.121, 3.296, -0.769, 0.184, 0.880, 
4:55.02, -0.971, -0.033, 0.041, -10.425, 11.121, 3.296, -0.769, 0.184, 0.880, 
4:55.02, -0.957, -0.040, 0.041, -9.816, 10.078, 4.758, -0.769, 0.180, 0.880, 
4:55.04, -0.957, -0.040, 0.034, -9.208, 9.730, 6.220, -0.769, 0.180, 0.877, 
4:55.05, -0.964, -0.033, 0.034, -7.990, 9.730, 6.220, -0.769, 0.180, 0.877, 
4:55.06, -0.957, -0.040, 0.034, -7.990, 9.730, 7.316, -0.771, 0.180, 0.874, 
4:55.07, -0.957, -0.040, 0.027, -7.990, 9.730, 7.682, -0.771, 0.177, 0.874, 
4:55.08, -0.957, -0.040, 0.034, -7.990, 9.730, 9.143, -0.771, 0.177, 0.871, 
4:55.08, -0.964, -0.040, 0.034, -7.990, 9.730, 9.143, -0.771, 0.177, 0.871, 
4:55.10, -0.964, -0.040, 0.041, -7.990, 8.340, 10.605, -0.774, 0.177, 0.871, 
4:55.11, -0.964, -0.040, 0.047, -7.990, 8.340, 10.605, -0.774, 0.177, 0.868, 
4:55.12, -0.964, -0.033, 0.054, -7.382, 8.340, 12.067, -0.774, 0.177, 0.868, 
4:55.13, -0.964, -0.033, 0.054, -7.382, 6.949, 12.067, -0.774, 0.174, 0.868, 
4:55.14, -0.964, -0.040, 0.061, -7.990, 6.949, 13.529, -0.774, 0.174, 0.864, 
4:55.14, -0.979, -0.040, 0.061, -7.990, 6.254, 13.529, -0.774, 0.174, 0.864, 
4:55.16, -0.993, -0.040, 0.054, -7.382, 5.559, 13.163, -0.777, 0.174, 0.864, 
4:55.17, -0.993, -0.033, 0.054, -7.382, 5.559, 13.163, -0.777, 0.174, 0.861, 
4:55.18, -0.986, -0.040, 0.054, -7.382, 4.168, 11.702, -0.777, 0.174, 0.861, 
4:55.19, -0.993, -0.033, 0.061, -7.990, 4.168, 10.240, -0.777, 0.174, 0.861, 
4:55.20, -0.986, -0.040, 0.054, -7.382, 4.168, 9.509, -0.777, 0.174, 0.861, 
4:55.20, -0.993, -0.040, 0.054, -6.773, 3.125, 8.778, -0.777, 0.174, 0.858, 
4:55.22, -0.993, -0.040, 0.061, -4.948, 2.778, 7.316, -0.777, 0.174, 0.858, 
4:55.23, -0.993, -0.040, 0.061, -4.948, 2.778, 7.316, -0.777, 0.174, 0.858, 
4:55.24, -0.986, -0.040, 0.061, -5.556, 2.778, 5.854, -0.777, 0.174, 0.858, 
4:55.25, -0.986, -0.040, 0.054, -4.948, 2.778, 5.854, -0.777, 0.174, 0.858, 
4:55.26, -0.986, -0.040, 0.054, -4.948, 2.778, 4.393, -0.777, 0.174, 0.858, 
4:55.27, -0.986, -0.040, 0.061, -4.948, 2.778, 4.393, -0.777, 0.174, 0.858, 
4:55.27, -0.971, -0.046, 0.061, -3.730, 2.778, 2.931, -0.777, 0.174, 0.858, 
4:55.29, -0.964, -0.053, 0.061, -3.122, 2.778, 2.931, -0.777, 0.174, 0.858, 
4:55.30, -0.964, -0.060, 0.061, -3.122, 2.778, 2.931, -0.777, 0.174, 0.855, 
4:55.31, -0.964, -0.060, 0.061, -3.122, 2.778, 2.931, -0.779, 0.174, 0.855, 
4:55.32, -0.964, -0.060, 0.061, -2.513, 3.125, 2.931, -0.779, 0.174, 0.855, 
4:55.33, -0.964, -0.060, 0.061, -2.513, 3.125, 2.200, -0.779, 0.177, 0.855, 
4:55.33, -0.957, -0.066, 0.061, -3.122, 3.125, 1.469, -0.779, 0.174, 0.858, 
4:55.35, -0.964, -0.060, 0.061, -2.513, 3.125, 1.469, -0.779, 0.174, 0.858, 
4:55.36, -0.964, -0.060, 0.061, -2.513, 3.125, 1.835, -0.779, 0.174, 0.858, 
4:55.37, -0.964, -0.060, 0.061, -1.905, 3.125, 1.835, -0.779, 0.174, 0.858, 
4:55.38, -0.964, -0.060, 0.068, -2.513, 4.516, 1.835, -0.779, 0.174, 0.858, 
4:55.39, -0.964, -0.060, 0.081, -2.513, 4.516, 2.931, -0.779, 0.174, 0.858, 
4:55.39, -0.964, -0.060, 0.081, -2.513, 4.516, 3.296, -0.779, 0.174, 0.858, 
4:55.41, -0.971, -0.060, 0.081, -1.296, 4.516, 3.296, -0.779, 0.174, 0.858, 
4:55.42, -0.979, -0.060, 0.081, -0.688, 4.516, 4.393, -0.777, 0.174, 0.858, 
4:55.43, -0.986, -0.060, 0.088, -0.688, 4.863, 4.758, -0.779, 0.174, 0.858, 
